Year,state,coc_number,coc_name,measures,count
2012-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless,"1,244"
2012-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless Individuals,"1,209"
2012-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless People in Families,35
2012-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless,"3,824"
2012-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Individuals,"3,540"
2012-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless People in Families,284
2012-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Veterans,782
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless,50
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless Individuals,14
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless People in Families,36
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Individuals,198
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless People in Families,110
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Veterans,7
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless,50
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless Individuals,14
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless People in Families,36
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless,191
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Individuals,111
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless People in Families,80
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Veterans,7
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Total Homeless,308
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless,0
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless Individuals,0
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless People in Families,0
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless,117
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Individuals,87
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless People in Families,30
2012-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Veterans,0
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless,621
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless Individuals,297
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless People in Families,324
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Individuals,"2,165"
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless People in Families,815
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Veterans,122
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless,463
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless Individuals,218
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless People in Families,245
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"1,737"
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Individuals,922
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless People in Families,815
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Veterans,88
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"2,980"
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless,158
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless Individuals,79
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless People in Families,79
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless,"1,243"
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Individuals,"1,243"
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless People in Families,0
2013-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Veterans,34
2013-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless,458
2013-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless Individuals,432
2013-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless People in Families,26
2013-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Individuals,"1,474"
2013-01-01,TX,TX-503,Austin/Travis County CoC,Homeless People in Families,616
2013-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Veterans,300
2013-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless,130
2013-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless Individuals,104
2013-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless People in Families,26
2013-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,325"
2013-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Individuals,709
2013-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless People in Families,616
2013-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Veterans,125
2013-01-01,TX,TX-503,Austin/Travis County CoC,Total Homeless,"2,090"
2013-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless,328
2013-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless Individuals,328
2013-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless People in Families,0
2013-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless,765
2013-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Individuals,765
2013-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless People in Families,0
2013-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Veterans,175
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless,502
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless Individuals,443
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless People in Families,59
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Individuals,"1,962"
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless People in Families,"1,201"
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Veterans,303
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless,413
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless Individuals,366
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless People in Families,47
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"2,912"
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Individuals,"1,720"
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless People in Families,"1,192"
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Veterans,263
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,163"
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless,89
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless Individuals,77
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless People in Families,12
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless,251
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Individuals,242
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless People in Families,9
2013-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Veterans,40
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless,226
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless Individuals,208
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless People in Families,18
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Individuals,"1,282"
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless People in Families,"1,108"
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Veterans,217
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless,159
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless Individuals,141
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless People in Families,18
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless,"2,109"
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Individuals,"1,001"
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless People in Families,"1,108"
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Veterans,166
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"2,390"
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless,67
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless Individuals,67
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless People in Families,0
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless,281
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Individuals,281
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless People in Families,0
2013-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Veterans,51
2013-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless,131
2013-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless Individuals,96
2013-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless People in Families,35
2013-01-01,TX,TX-603,El Paso City & County CoC,Homeless Individuals,717
2013-01-01,TX,TX-603,El Paso City & County CoC,Homeless People in Families,500
2013-01-01,TX,TX-603,El Paso City & County CoC,Homeless Veterans,136
2013-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless,93
2013-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless Individuals,62
2013-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless People in Families,31
2013-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless,"1,036"
2013-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Individuals,545
2013-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless People in Families,491
2013-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Veterans,80
2013-01-01,TX,TX-603,El Paso City & County CoC,Total Homeless,"1,217"
2013-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless,38
2013-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless Individuals,34
2013-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless People in Families,4
2013-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless,181
2013-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Individuals,172
2013-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless People in Families,9
2013-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Veterans,56
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless,30
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless Individuals,26
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless People in Families,4
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Individuals,118
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless People in Families,177
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Veterans,32
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless,11
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless Individuals,11
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless People in Families,0
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless,230
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Individuals,69
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless People in Families,161
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Veterans,17
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Total Homeless,295
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless,19
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless Individuals,15
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless People in Families,4
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless,65
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Individuals,49
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless People in Families,16
2013-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Veterans,15
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless,"2,022"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless Individuals,"1,861"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless People in Families,161
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Individuals,"7,519"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless People in Families,"2,609"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Veterans,"1,766"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless,456
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless Individuals,392
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless People in Families,64
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless,"3,938"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Individuals,"2,178"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless People in Families,"1,760"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Veterans,701
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Total Homeless,"10,128"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless,"1,566"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless Individuals,"1,469"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless People in Families,97
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless,"6,190"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Individuals,"5,341"
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless People in Families,849
2013-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Veterans,"1,065"
2013-01-01,TX,TX-611,Amarillo CoC,Chronically Homeless,122
2013-01-01,TX,TX-611,Amarillo CoC,Chronically Homeless Individuals,120
2013-01-01,TX,TX-611,Amarillo CoC,Chronically Homeless People in Families,2
2013-01-01,TX,TX-611,Amarillo CoC,Homeless Individuals,391
2013-01-01,TX,TX-611,Amarillo CoC,Homeless People in Families,125
2013-01-01,TX,TX-611,Amarillo CoC,Homeless Veterans,106
2013-01-01,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless,105
2013-01-01,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless Individuals,103
2013-01-01,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless People in Families,2
2013-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless,468
2013-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless Individuals,343
2013-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless People in Families,125
2013-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless Veterans,96
2013-01-01,TX,TX-611,Amarillo CoC,Total Homeless,516
2013-01-01,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless,17
2013-01-01,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless Individuals,17
2013-01-01,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless People in Families,0
2013-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless,48
2013-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless Individuals,48
2013-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless People in Families,0
2013-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless Veterans,10
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,86
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless Individuals,75
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless People in Families,11
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Individuals,235
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless People in Families,67
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Veterans,9
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless,56
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless Individuals,45
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless People in Families,11
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless,253
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Individuals,186
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless People in Families,67
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Veterans,9
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,302
2013-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless,30
